LineId,Time,Program,Content,EventId,EventTemplate,ParameterList
22,[10.30,16:49:06] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
23,[10.30,16:49:06] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
24,[10.30,16:49:06] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
25,[10.30,16:49:06] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
26,[10.30,16:49:06] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
27,[10.30,16:49:06] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
28,[10.30,16:49:06] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
29,[10.30,16:49:06] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
30,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
31,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
32,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
33,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
34,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
35,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
36,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
37,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
38,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
39,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
40,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
41,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
42,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
43,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
44,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
45,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
46,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
47,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 403 bytes sent, 426 bytes received, lifetime <1 sec",99780eae,"<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '403', '426']"
48,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
49,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1036 bytes (1.01 KB) sent, 34151 bytes (33.3 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['1036', '(1.01', '34151', '(33.3']"
50,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1040 bytes (1.01 KB) sent, 15872 bytes (15.5 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['1040', '(1.01', '15872', '(15.5']"
51,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1066 bytes (1.04 KB) sent, 1782 bytes (1.74 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['1066', '(1.04', '1782', '(1.74']"
52,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1060 bytes (1.03 KB) sent, 1633 bytes (1.59 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['1060', '(1.03', '1633', '(1.59']"
53,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1091 bytes (1.06 KB) sent, 367 bytes received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['1091', '(1.06', 'KB)', 'sent, 367 bytes']"
54,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1097 bytes (1.07 KB) sent, 366 bytes received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['1097', '(1.07', 'KB)', 'sent, 366 bytes']"
55,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1052 bytes (1.02 KB) sent, 8362 bytes (8.16 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['1052', '(1.02', '8362', '(8.16']"
56,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1124 bytes (1.09 KB) sent, 529 bytes received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['1124', '(1.09', 'KB)', 'sent, 529 bytes']"
57,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
58,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
59,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
60,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
61,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
62,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
63,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
64,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
65,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
66,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
67,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2134 bytes (2.08 KB) sent, 50768 bytes (49.5 KB) received, lifetime <1 sec",e1c63b63,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> KB) sent, <*> bytes <*> KB) received, lifetime <1 sec","['2134', '(2.08', '50768', '(49.5']"
68,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
69,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
70,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 451 bytes sent, 18846 bytes (18.4 KB) received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['451', 'sent,', '18846', 'bytes (18.4 KB)']"
71,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
72,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
73,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
74,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
75,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
76,[10.30,16:49:07] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
77,[10.30,16:49:07] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",99780eae,"<*> close, <*> bytes sent, <*> bytes received, lifetime <1 sec","['proxy.cse.cuhk.edu.hk:5070', '0', '0']"
78,[10.30,16:49:08] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
79,[10.30,16:49:08] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
80,[10.30,16:49:08] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
81,[10.30,16:49:08] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",dff2fdce,"<*> close, <*> bytes sent, <*> bytes received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0', '0', '00:01']"
82,[10.30,16:49:08] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 420 bytes sent, 1042 bytes (1.01 KB) received, lifetime 00:01",26f6e6d9,"<*> close, <*> bytes sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '420', '1042', '(1.01 KB)', '00:01']"
83,[10.30,16:49:08] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1088 bytes (1.06 KB) sent, 3383 bytes (3.30 KB) received, lifetime 00:01",b115920d,"<*> close, <*> bytes <*> KB) sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1088', '(1.06', '3383', '(3.30 KB)', '00:01']"
84,[10.30,16:49:08] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
85,[10.30,16:49:08] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
86,[10.30,16:49:08] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
87,[10.30,16:49:08] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 440 bytes sent, 7416 bytes (7.24 KB) received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['440', 'sent,', '7416', 'bytes (7.24 KB)']"
88,[10.30,16:49:08] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 445 bytes sent, 5174 bytes (5.05 KB) received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['445', 'sent,', '5174', 'bytes (5.05 KB)']"
89,[10.30,16:49:08] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1121 bytes (1.09 KB) sent, 8678 bytes (8.47 KB) received, lifetime 00:01",b115920d,"<*> close, <*> bytes <*> KB) sent, <*> bytes <*> <*> received, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1121', '(1.09', '8678', '(8.47 KB)', '00:01']"
90,[10.30,16:49:08] chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 446 bytes sent, 3816 bytes (3.72 KB) received, lifetime <1 sec",6383932e,"proxy.cse.cuhk.edu.hk:5070 close, <*> bytes <*> <*> <*> <*> <*> received, lifetime <1 sec","['446', 'sent,', '3816', 'bytes (3.72 KB)']"
91,[10.30,16:49:08] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
92,[10.30,16:49:08] chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,302b2f17,<*> open through proxy <*> <*>,"['proxy.cse.cuhk.edu.hk:5070', 'proxy.cse.cuhk.edu.hk:5070 HTTPS']"
